products_and_services,products_id,ID
copper and iron hardware and fittings for furniture,a39aa4cbfa01e13d48037dcab2f8c32e,8527
copper bars,26b555d39f569019618e899e5bee68e5,8528
copper boilers for the brewing industry,092bc5121dac173b6aa49079e16ff84e,8529
copper braid,cfd2ceb913c9d52df1fb49eb73408e07,8530
copper cables,2d99cce13c691613097b559e9b497ac0,8531
copper chimneys,5473da7ac7cd02305e59a8f4f52d2689,8532
copper coated tanks,ea3ea683e154499e53b4dcbf8fc00bd3,8533
copper coating,41ec28c2f075e4605869d644918c846c,8534
copper ducts,0e241d490bf55eb06f84b0986c5387fa,8535
copper fabrics,4c73d0a4ad187cc336d4abc593dc9a20,8536
copper facades,9132a8ac932c2fee19c38a3b0ca1c950,8537
copper fibres,e88ded80f2cec8e694428c810ad89036,8538
copper fittings,236c8c4b56be2988ba8d61b08dbb1051,8539
copper foils,94222f976b53700791bdd00acaf40ee3,8540
copper for printer cylinders,63bff6d9aa34a8e6c1968818413fe420,8541
copper forging,45a947d3ce8db030aed56995ac99308c,8542
copper galvanising treatment,2e8afcaeca3e1d733eb353a2d6f26a87,8543
copper gutters,b47ef4b57803f4b8a9fbd98ac95d786b,8544
copper ingots,624620e3c8dc1844889e0a57ca9ef645,8545
copper musical instruments,0ade30ed0ded4d7790af0d327b357cb9,8546
copper objects,1bcbffad1e8e8da61190c52ea52cd340,8547
copper ores,5217fb1fd4fc90f582c871cefa627eba,8548
copper paste,5365ba3779f66aefe9942fce2bef9a84,8549
copper pigs,418b68e20ace65849bb8956e32c76495,8550
copper pipes,d000285beb770d74be2a7604b7e144ff,8551
copper plates,d9b6881f618e535bf6c7d0b993115a50,8552
copper pot,6ed2d476a66fabbc70efb3add47bac75,8553
copper pots,c03bd2fbc46bc51ee65b1e280f1ba21f,8554
copper powder,c5846da84bede76579fcde2cd850eef9,8555
copper processing,1e4e60318e3bf87d704ac157618fda4b,8556
copper rainwater downpipes,36bfe140ca24847e2205af2be84c779f,8557
copper roofing panels,08d998291bb1d5b98a089fd7f22677ed,8558
copper roofs,aa1d42ae091e5b550e26b3d0bfb760cd,8559
copper sheet bending,e3bcb6fcbd1d4b23f2022d6d0d61b2eb,8560
copper sheet products,88e1d32d83fb39d33512891242e43a19,8561
copper sheets,9642d2862b985f2a196fa8923c76aa02,8562
copper sheets and bands,078b73de9193b43f95e50af220946a53,8563
copper strands,0d3d2a0947222a0c2c8fcbe2ad6000a5,8564
copper strips,e338591cd1a9d0d21ae66c94e3afae0f,8565
copper strips for industry,91734723984f642e9541f1d23e89c0da,8566
copper tube bending,529c9cf81fa3ae6683f460ee49e087fd,8567
copper twining,bf67894458d2250cd4752ae71bed747e,8568
copper washers,182a51c2e54b0d94b65844aad2439ced,8569
copper waste,0db6af112f4fb0c1253fd9edbea61d54,8570
copper wire,ec07622490a7b6517f783759a8f904a9,8571
copper wire rod,5786b14f12e24a9ac622b34a54211324,8572
copper wires and cables,b6d1026f5dc5b7dff757e9c6f2cd951f,8573
copper-covered tile,337d11a692bf134dbfe90c0781ca9e08,8574
coppering,663508a61ac9d5924adf5279bea24c25,8575
copra oils,c6a25d60ed9242d06658386b8d4b4ae7,8576
copy creation,b2abd3d203a0c343ac69050f00ebb54f,8577
copying systems,85cc857a499f5dc4dfec3932f3707943,8578
copyright,6016a2b341113bf496b719905398ecd2,8579
copyright counselling,61a41cc40a4e381bf65b3a359704f158,8580
copyright protection,4f2f58271534b76e75750d0f41fb6bba,8581
coral,61db47dac8aefe03fc67ee1b65ecd8f6,8582
coral cameos,5b4e7951688d042afef33717bbf50b33,8583
cordage for packing,a0e4f12eb9e71a81a4bde93a5c5d27de,8584
cordierite,29fd307164d5bd7bf5e1373cd333dc28,8585
cordless,8326577b369eeaeb254f3c76d176f147,8586
cordless tools,75369102cb2f6407f17451f7e04730c0,8587
cords,ccda4c81d33112e07ff154a854b00478,8588
cords and strings,2dea91b29a1f64d45e288f52342c4bf7,8589
cords-thermal seals,2d58d80554fe90a2a876ea9ffc3b07ac,8590
core cutters,a30de62994a6895ab2ac68f389756cb6,8591
core drills for metal,0f8f2627dd3ef3355dcb7a6d58aa9fde,8592
"core packaging for coils, transformers and inductances",787e5b7410cfdf401d319e7701a83482,8593
core removers,397802084d63655c4124337cf3127ef0,8594
core-drilling building plots,f3a8d538dc78e735086377d47b25cc41,8595
core-drilling land for public works,4888fc6330ce3028722643b4fbfa65a9,8596
core-sampling,5ab564d591a6f52c3ba047b03a70bfb5,8597
coreldraw lessons,01ff36a4d620c82b1ecdce6d18fde8ce,8598
corers for institutions,6e3feb7edb0eba56c5cb3149e3eefec9,8599
coriander,80766a792c83776a1302211303533d76,8600
coring machinery,ea7642500912f6dce97e6ff94bbba815,8601
cork,002c887b8369e59e6f58a5d06a8d0817,8602
cork accessories for shoes,c6c1d477f3a10bd5e4b614bf3c2a6c6c,8603
cork articles for the home,99c1e9ceb9b5e0ed9c8d431448313e92,8604
cork building materials,2870d691de83044c31135b32ec4c68ed,8605
cork coverings,6f9a909d906e059e88bc9eafe31647a2,8606
cork fabrics,8a66efef1f30293ecd747e4ee5e9d4ec,8607
cork floors,f873d616127d9bd8c834efe3acfb4fed,8608
cork goods and craft items,f3240d325e84019b9766fcd4ab9fe594,8609
cork heels,5dc9dafa8364446a954f370521d0d818,8610
cork insulating materials,1c286ed3f55d573fbd8716eacd96c6a3,8611
cork packaging materials,c3f9a5eac807969aca64e8a5d2a3dd74,8612
cork panels,8a12b3cf8c58cdd9b6d1c3f2e7a3db45,8613
cork plugs,e1659162683ddf9c3a1797ce1e3b804d,8614
cork plugs with customised caps,15396d35c0b8904feb11fc9911829d68,8615
cork plugs with plastic heads,ebacf2590bf789e5a02da13db613acc5,8616
cork processing,5f3355c7d402bb86eadefd0a718feb9a,8617
cork processors,01492990a63590340c89d0d09a884c87,8618
cork products,623ca3b7ba470abd7f7672e92bfa47ea,8619
cork washers,908e65b98ee06c20cd176820e45889d8,8620
cork waxing machines,639f952894123c10187c6e4fc555665e,8621
"cork, undressed",db4546e613fd9decdc9e30f0fde0e1de,8622
corkcutting,840f190b076255570092ee07893ea056,8623
corking machines,0e414cbe6d6d24586cb2659a12b99a27,8624
corks,ac42251c10e00bf51b6e7fc84e664f55,8625
corks for cider,2a2cd01ccf54ffe5c3cd50634e1c171a,8626
corks for packing,f18617b9097aa9d5ce74c80e7c570728,8627
corks for sparkling wine,fd1033a7e52f974fd5119ea695bd746a,8628
corkscrews,4c5863995ff5820d26cdd0900515c3c7,8629
corn cutters,29be956c377df1cd5d1262b8e6afab12,8630
corn flakes,d269e257f45f43077003084127f17ec1,8631
corn flour cereals,79daa76c1368dba96543bf40624a9141,8632
corn flours,e25e4573af18ec386fa77e5a6e4120bd,8633
corn for zootechnical use,2ad8c36632d72e14a40edb6fe4fba93b,8634
corn meal for zootechnics,ae040b3f771bf543fc9d003e748d55de,8635
corn oil,1361065266f86adf1e97f8e4c59fae17,8636
corn on the cob,ec66462b77f001253bb94acb7c43598a,8637
corn starch,5f14e1ffd07845b8bb4efa79a2550505,8638
corneal confocal microscopy,fe873496e2008128f0d24856680e1ec9,8639
corneal topographics,fd5d86df47cdf734fb897fe7a834b049,8640
cornelian,c74fc62fb9601ee2731b47b67034a1d2,8641
corner,45671f70ac97ff86643523f29eb4d3b9,8642
corner bath tubs,b13b15ecd8bdf56dabb4680479ba4b82,8643
corner beds,9c037235a91c1ab2544e6db97b5d279c,8644
corner benches,6a47b3bd28a44653bd7c29244f450651,8645
corner blocks,25dd79256a8003a857343a837c324c0e,8646
corner crimpers,7896f195142a88917eda929ba1948979,8647
corner flags,9335b74a6380757384118ffc549a58a8,8648
"corner irons, perforated",777deab26e88e07935b70957964f60f6,8649
corner pieces,416fe19b98181b9b8a0037f716d34ec1,8650
corner profiles,75e1c8a43a304aad8fc8bef6bbd77c56,8651
corner units,7d4ea5ef99864310cb11dc772885725c,8652
cornstalk-cutting machines,ab330fad9c00b2156a72cd48dd2e8404,8653
corona treatment stations,1c9a01e98231960be2792c42151804fb,8654
corozo buttons,5f0a23596c3a4b8a5d8174b502831f7a,8655
corporate acts,baf3f14392e65e21bd8b95aab78bd832,8656
corporate communication products,466caf626e5f19891d1748a72746c602,8657
corporate communications,286c5faf5bc057e8bcd4a2c3b54faea3,8658
corporate domiciles,5034d2ada38d9f88525f2fdacbd45177,8659
corporate formalities,335763c825f4daaace848f7b805815f6,8660
corporate gift packages,572b6a7f4d4907c8a6a9a61b07077581,8661
corporate informatics application,eaa18a977632cded30a336cd1ae4a9c0,8662
corporate intermediation services,ad84855292f7f2e7aed822152ba8914b,8663
corporate logistics,91cf801ffcd4275a3972e957b1bfbab4,8664
corporate logistics advice,2516ca2fd690b540295abc20b6e5c6de,8665
corporate management consulting,48ec5c5d5ff689029a1c701521ee172a,8666
corporate removals,2b5eac7100b7018212c7169a63779ab9,8667
corporate valuation advice,b9bc006a5cf069041d7db4f0561fd7cf,8668
corporate videos production,dba8698ca14d6e34c14f3c50811ed3c8,8669
corpse recovery,f4c39d61b53986baff750ac1fd600d18,8670
corpse repatriation,bf8d1ce8c0d70bfe957a91f5ec0c65db,8671
correction workshops,45822807868594b779b1a2187ce5742f,8672
corrections of drafts,f0105013427988c7fceaf55de60c50a0,8673
corrective orthopedic corsets,f49d991e28a395a7230cca62e1236986,8674
corrector,c8e971c41594e5eac2ad92440d4b9e6c,8675
corrosion analysers,b07b82e6a5087373a85f2ff44f22d0f8,8676
corrosion inhibitors,560775a5dd5a225a618a7403eb05a9e2,8677
corrosion protection,ce1b14c5cd11e0c8430ece5a9b25e968,8678
corrosion resistant metals,0bc1f1c26d33df39778b6ef1cdc67775,8679
corrosion tests,86b75e9e0bd446addae1e9d575f498be,8680
corrosion-proof paint,7cec8657f782159ff91dc38bf15c47c1,8681
corrugated board,f721e445b1fbda0b9bf0688a5ab69c3f,8682
corrugated board packaging,731dfb6a2c77dd0cbd4d22fd6676ed83,8683
corrugated bolts,05882cf9ad30bf54bf1dff6ae9457528,8684
corrugated cardboard,0f09142ed06a8ea300e118de86bbe948,8685
corrugated mesh,176ca907c32c7a86637d9a391b2ba2ff,8686
corrugated metal silos,4fac7a905dc22b8645e78ca5fc3fa5a0,8687
corrugated paper,f36559e2316dc65d68870a6defddd7c9,8688
corrugated paperboard cases,f8044403339e4fa30c34f12d72c75893,8689
corrugated pipes,a6a1d8d86174102d43db26c5bfd37511,8690
corrugated plastic crates,a55907e391879e1976a6396aa71a33b1,8691
corrugated roofing,3e1ff2e68dc8b98b859d6335f7663c03,8692
corrugated rubber sleeves,51b13e5b6922e251a51edf677658080e,8693
corrugated sheet metal,d69e8f8f279c4b30770904d020537957,8694
corrugated sheets,b1f6286e263894d7de085ecd47aab2fe,8695
corrugated sheets - non-ferrous metal,d5652700b85ca4793e73194fcded7f9e,8696
corrugated sheets for roofs,e4b35703b6e9b27d2488ae140fb392d5,8697
corsetry,d282468387c62dbff44ab99ef10987b0,8698
corsets,dcb7a16843287a50b1fd323ead0aafe3,8699
corten steel,bd291e91d0360c196c02b40d3d2de684,8700
corundum,d3f586abbe5de7334a65cda793dfe6d0,8701
cosmetic accessories,18e54009b64a8ddd2c5d62f5dc060755,8702
cosmetic balls,8947100167a7dd0da819301a634545f8,8703
cosmetic brushes,3cfc21a5ddb63c965c083592f5648f9b,8704
cosmetic cases,2d38e00101243849c277362fef4752a4,8705
cosmetic certification,0973b128a0c0d539b68d073b14661151,8706
cosmetic contact lenses,530dce88f0964629a2ba57568c876557,8707
cosmetic correctives,2d3843170a1781ea38f45050ef5df5c3,8708
cosmetic devices,6a488f4848b80685e40e2c710a7996a9,8709
cosmetic fillers,c6ffaf3cf6640ec11b636f2a2db99d30,8710
cosmetic industry moulds,765ad2033edbad1ee3a653bd43cb2e94,8711
cosmetic of argan,a2946f84fe0c42e97241cf95cdb4afd6,8712
cosmetic oils,2382de354cf3db9eb80ceeea0bb557c8,8713
cosmetic packaging,bf47829acd7a1b2038a7e416ac63c409,8714
cosmetic products for spas,12590f8cab18ab60afbca1f7253422d2,8715
cosmetic quality control,e14f66216b8e08f3c95290347d48c400,8716
cosmetic research,45af3162f998c8d84f7400c32c8c13ec,8717
cosmetic skin surgery,c39b5d39af48cbd783ef71da7d9b6a2e,8718
cosmetic surgery,cc19a0cda3debe7a25e76adfe4d9e9c6,8719
cosmetic treatment for hair weakness,150929e12f192b5fd0bcf1f54f384d4b,8720
cosmetic vegetable oils,82dea27072877118479b52609e973622,8721
cosmetic wax heater,5328ea6c7e793168b3284a2364ac52fd,8722
cosmetics,3456bc0d8e32443f9983b0e3215fee49,8723
cosmetics and chemists' merchandise by mail order,0ff4846da09667db778e6f682e39f61c,8724
cosmetics chairs,424f639dfa97c56a0ec35bfa4bdfeb20,8725
cosmetics consultants,d9d3379536260efda6562f184bd168d3,8726
cosmetics display stands,b73dee5affdf09cc063c81bc0d857fc7,8727
cosmetics industry - machinery and equipment,97960050d352e04c6eeb61b3de454d91,8728
cosmetics laboratory,0c97b7414dc088baa2098a63f502c6fa,8729
cosmetics laboratory equipment,b45b472ce72bbfdc53e970a267383d84,8730
cost analysis,578c95d1aec90f317f56379ab24e6ca2,8731
costume,2aff6faa210386b66aae1689781a974f,8732
costume design,f3767191305b8832700fb34fcadbddd2,8733
costume hire,21bf4bd00c99cbee9ffbd72cbc896151,8734
costume jewellery,610efaef7d569c0da3533e8e441e0fdd,8735
costume jewellery - production,9d932cfdd7e280c74f2b287aed3a3d5a,8736
costume jewellery plated with precious metals,0407d01e65d7b4af27126d355a2c10e0,8737
costume jewellery supplier,2e73d1de68469ec5e6f2d3cf49f6ac38,8738
costume workshop,3e4aca3b22656e409d6ab55d821b5f55,8739
costumes for film and television,9302253ffc2165e8d30e4018bec88934,8740
"costumes, traditional costumes and disguises",bd4a393bb68aab8907a15d46dbd4356d,8741
cot covers and quilts,79508b3e36764e200faf3ac2c085fb6c,8742
cot quilts,c9ddea010a81f9ba7c7167d001cd8cb3,8743
cot sheets,01cd3bc574f620dc47f952516c808abe,8744
"cot, stroller, baby carriage repair and assistance",268c5dcb23d730abe923f444212ea4d0,8745
cotechino,909a4b1ad1fa97f76cd106cce2d7f946,8746
côtes du rhône,effe6974114c8d869e873a0ae0daf952,8747
cotillons,ac9c9ffb4b8eceef8e87fdefd84fbc31,8748
cots,116515038cbd342e1e24dc7cfab62032,8749
cotton,db547a9a5b84991c24ec850ac0749c0b,8750
cotton - plants,82ce9929755694960eccabcea16c57f6,8751
cotton - threads and yarns,02ddd70f03e563346d59bd22c2fe1e14,8752
cotton and fabric cloths,f7690383599cb01458c3e4bd59217e42,8753
cotton and synthetic cotton flock,733b95eb6901df0c098bbc8af57e0629,8754
cotton bed cover,db42474abfe7f2cf4772f1ae118a175c,8755
cotton brooms,588e73e6aa673f25e080dbe591550f9e,8756
cotton brushes,0ce5c6b222366748cafb5e3e41e7cc47,8757
cotton cushion manufacturer,98857e530ba4a840e8481602f5ee8271,8758
cotton discs,ed5a499bf93a2ec4203962b30d783329,8759
cotton fabrics,3758e3db418b78354cffeba232242ffb,8760
cotton fabrics for technical and industrial use,52225a2480d2f16e4abdb5ad9eee5d2f,8761
cotton felts,76bbd143de7edace25b6845b1a6e4b44,8762
cotton fibres,06a6f433b82885cf4447084a5dd453b0,8763
cotton handbags,20e078e10c64c0adee70443a074cbcb2,8764
cotton ironed,901da767b6d553a428109b02dfa71b07,8765
cotton knitwear,2ae010ef034a3b23ea826209257dee35,8766
cotton lace,a3aa69fd1f3ada185b57f45426afb6ba,8767
cotton linen mixed yarn,38256a2772ea4fb5bb3ebb0b6ed9a448,8768
cotton linens,5fa120f7b0ddc418f10b9aa34f51672e,8769
cotton nightdresses for women,3272caeb35e002d5ee27281e5303e19d,8770
cotton oils,498798a22e4a2a9f008e87919d649a7a,8771
cotton pads,3dce1058342884bf685336e6427af383,8772
cotton rugs,9f6fb92c47ba7f7ceff3312a0917deef,8773
cotton socks,6199800d643790a949752854264c84ae,8774
cotton spun yarns and sewing threads,05f6e9d6218f1db8a069c9f143bc7c40,8775
cotton spun yarns and threads,b0c7d880168b7162252f3b5c027a0e6f,8776
cotton swabs,0ee7e68def7aa8232b7dc1d4663742d2,8777
cotton tablecloth,9ea507c505c6f6eedddd974ef51def91,8778
cotton tapes,1f58c6a1c904b258eca701cb708944c6,8779
cotton textile by-products,bc86ea28196bcc2b9b9b65c8f3bb2a76,8780
cotton threads,86c023289590164920acca3cb4bd9675,8781
cotton trousers,3a876df08e5c8fcc49acec712cdd1b72,8782
cotton wadding,0348ba64f14b2deed46b6db7260e6cf6,8783
cotton waste,352ababf029034f221593c4e0f6ad9ce,8784
cotton weaving frames,6281c2b575325a660f0f835f38aebc26,8785
cotton wool,7dbb099c82ba842124054cdd760ec71e,8786
cotton wool balls,375f3fc3d252d266b8c398283ad46b6e,8787
cotton wool buds,349f729f6cd2a353c407279f3a962bf1,8788
cotton yarns,6c1241a50e69a1998f122ab9d63a496a,8789
counselling on contracts,8416ede36992f444830b1c8f9bb91b1c,8790
counter display cases for businesses,bef08461aed3896503b56d5d3e7bb570,8791
counter displays,f717911af603223b4866d0ab8b7c7247,8792
counter espionage,15e8ebd66c331d29a670cdb2a9e07ad6,8793
counter flange,36fd8e4f6c296188f9c5d436122e7a0e,8794
counter seals,4d6c4f373ed96ab95dcd517781e11677,8795
counter shelves,b325287cb209cf0c6076e2cd8ec62243,8796
counter top air tight packaging machines,eb2b7d211dd37ca132f1dcab3d47773a,8797
counter top euro coin case,8eb3b4392919383d74d6806f7f877ff4,8798
counter top ovens,b5d75d0601802901e57a7a3ffa45d965,8799
counter top scales,8fa8d9790e9ca4a7420a8f8015dcd06c,8800
counter-frames,508ed56776d7ade6599348ef9dab1c85,8801
counterframes for sliding doors,5f095fdecd2bdf885a2b767637b1c6bf,8802
counters,6d934d434a35ece59d870a44263a20d6,8803
"counters for bars, shops and public premises",7931a72f10954a82ef727146e6a16abb,8804
countersinks and drill bits,82059484d80f3d292649a4fb953e4145,8805
counterweights for lift trucks,79a660ac26a586cb4250a9c5bb242111,8806
counting system,f5d9fbcb02f7c722c31fcdcbb2776be3,8807
country house,93c5320f40a493d1ecea2b1a8cd2fdf4,8808
country kitchen,85d8d63837b2d5931885ad2be4911121,8809
country-style bread,535cfa0faec7d3ca6c2686e213872011,8810
country-style cake,8a22eda95e72e5e56ae7566343a1cdab,8811
coupes,4977c7966c80705a634f6bc369dabc8e,8812
coupled plasterboard,c6991d70f5a2ce864ac522d0e17ee96c,8813
couplers,cb79a0336cdbccdc6b44c13c6ea51603,8814
coupling and coating for shoe factories,a765c5aaf54ebe99550708e0d31941ee,8815
coupling elements,1382b152bb08b2b1ad2c846935f0ebd3,8816
coupling flanges,22e9c00b62f6bcad51875782bc7be4b5,8817
coupling machines,a57840060374cc4190d345c6e6fe2c3b,8818
coupling machines for paper and cardboard,8341c55b78418fa8c7b0f934714d0c94,8819
coupling screws,a7b090d1fdea2bbf3c41921930c2eb34,8820
coupling sleeve finishing,97f2562dd7335cb95fbd204bfa5941c8,8821
coupling stops,20147a4e2583c963b794457c0eaed805,8822
"coupling, pneumatic",cd551e5961ee919678a1dbf6d685554c,8823
couplings,15210e1db78cefd4fec1579450585aa1,8824
couplings for industrial piping,917fb946a71b2c562cb97143d1f5b671,8825
couplings for transmissions,88a16a303405faff2f2d787c40e79275,8826
"couplings, mechanical",aa084db7398b4ad96eaaa05150317c18,8827
courgettes,a245519b6f9bbdc74592e856d2194c0f,8828
courier,5055d1a4444c630d6839f48ab48aef91,8829
courier for europe,0899434d76544158d50403372aa230c1,8830
courier services,33261ee4793a99338a0fe622d0359f7d,8831
