,products_and_services,products_id,language (ISO-code),typo_corrected
15924,measuring technology services,858e28eb-90ad-4e1c-95f5-325828b21a1b,en,measuring technology services
15925,"financing for projects, mergers and acquisitions",500e2aaf-14de-4219-be98-f91a430bcb2f,en,"financing for projects, mergers and acquisition"
15926,geothermics,59da9eed-0376-4569-991a-59a764dc8fbc,en,geothermics
15927,polycarbonate covers,666c73c1-a74a-40df-9593-223dc3e041c8,en,polycarbonate covers
15928,air conditioning and heating treatment equipment,d6dea1bf-4141-4c40-b011-5cbfca20247f,en,air conditioning and heating treatment equipment
15929,health mineral waters,af398036-043c-4a6b-9508-f391d35eaaba,en,health mineral waters
15930,watercress,164eb327-2ef4-43cf-8848-a13ae453f229,en,watercress
15931,"lpg accessories, propane for household uses",d365f81d-4f52-408b-b29e-617037d46134,en,"leg accessories, profane for household uses"
15932,natural gas burners for industrial use,d58e8984-62ff-48b8-8150-d5150837a5d2,en,natural gas burned for industrial use
15933,diesel heating for vehicles,62d4e6ab-6100-45b2-86b6-30a1eaac61fa,en,diese heating for vehicles
15934,electricity generator rental,667d45d0-602c-457b-8ac3-b1462fd20750,en,electricity generation rental
15935,models of electricity generating plants,7a17fc04-942d-4eb7-912e-dbc51a3733b1,en,models of electricity generation plants
15936,prefabricated heated floors,48a67f82-af40-4c71-8549-5c61366f3be5,en,prefabricated heated floors
15937,coffee grinder,654643a5-627f-4066-8509-d5ab7ed44251,en,coffee grinder
15938,filters for hydraulics,e4054a1f-6cc1-4912-b221-34db35f0b18b,en,filters for hydraulics
15939,drainage of sewer pipes,e624edb2-8090-44f2-b262-37c1e0cdc15d,en,drainage of fewer pipes
15940,soil analysis and clean-up,b25e96e8-4455-44ae-90b2-0a38966bcf2b,en,soil analysis and clean-up
15941,hemp flowers,5415d142-842e-4b44-a524-cb378c31ec10,en,hemp flowers
15942,tool trolleys,49d70a3c-24b9-45d0-8d42-6ba9812b95f8,en,tool trolley
15943,exclusive partnership,2ac3a0e4-c8f4-4a96-b27d-848c77fc2a62,en,exclusive partnership
15944,organics hemp oil,e05a4d59-83b2-48b3-adf7-c08b404d80fb,en,organic hemp oil
15945,infusions hemp,510c3b4e-ba7c-49f2-91b2-dd471d3d1d55,en,infusions hemp
15946,organic hemp,ebaebcd0-5452-4dbf-a8f6-da3dd8a8536b,en,organic hemp
15947,hemp wholesaler,66a847e8-33f6-4812-ab98-0a17e712ab98,en,hemp wholesale
15948,hemp gummies,4bf03f16-8ddc-4005-bdf9-54dc4f981e56,en,hemp summits
15949,security officers,afa1cc0a-51c7-465d-a559-0586a77ddf82,en,security officers
15950,international recruitment agency for skilled workers,8f0f1394-93cb-4032-a3c8-28304d103215,en,international recruitment agency for skilled workers
15951,systems and equipment for oil refineries,c11b0a12-bd77-4e3a-a467-eb4ccb5da090,en,systems and equipment for oil refineries
15952,oil industry logistics,3439a698-1b57-4210-893b-ae93a5fb9a08,en,oil industry logistics
15953,limestone fillers for concrete,213d43cc-0eac-4b8a-ae24-39d278529706,en,limestone tillers for concrete
15954,fillers for technical sites,724464f4-97a8-47ad-aca4-ff4696f30a3a,en,tillers for technical sites
15955,precasting fillers,429abe97-3dcf-4acd-9fd0-0ca2679d60e5,en,forecasting tillers
15956,well-drilling supervision services,bbafddae-10fc-4f94-bf12-dae6e5e18c37,en,well-drilling supervision services
15957,fittings for high-pressure technology,e7bb42b6-d561-43ad-b2cc-67a60f51af7d,en,fitting for high-pressure technology
15958,high pressure fittings,91f77087-3eda-4d08-ae8d-de4cafffcf5d,en,high pressure fitting
15959,contracted micro water jet cutting,50df4c67-7fbe-41e4-96fd-d97b84f9617d,en,contracted micro water jet cutting
15960,feed hoses,87e7ae88-8876-455e-9121-0e195a92d506,en,feed horses
15961,design of equipment for clean-up,daa05898-9447-459d-8684-8a368d97aa6f,en,design of equipment for clean-up
15962,electrolyzer and electrolyser,5acd1d3d-28e3-4bcc-880d-4572929545fc,en,electrolyzer and electrolysis
15963,electrolysis,19736a05-69ae-42db-a954-c7f6cc171aaa,en,electrolysis
15964,alternative energy supply,d1c63705-3ab4-4d1e-aad0-c8f66cfb22d3,en,alternative energy supply
15965,producers and exporters,6fd4f0c7-1883-4da1-8ffe-2061f61fac66,en,producers and exports
15966,animal feed supplement,d1050e37-4514-4964-a637-ddc495bc5f3c,en,animal feed supplement
15967,full range of cbd oils,d69864e5-b8b0-4fa5-a22b-8969c97e4218,en,full range of cod oils
15968,microwave technology,d49625fc-c3b0-419c-91c4-3387910ac29f,en,microwave technology
15969,meat industry,c2e8248f-6c15-4d1b-a591-620d7bfae4df,en,meat industry
15970,mould cleaning,1ee44fe2-b158-4d06-a2a4-5a37d843c64d,en,mould cleaning
15971,for events and exhibitions accommodation,f67fe93b-ccad-4ce6-8bbb-6ae91f0fea07,en,for events and exhibition accommodation
15972,specialist for 3 - 5 star hotels,2efe0fb8-78ec-4d7e-a984-6ba7998ae819,en,specialist for 3 - 5 star hotels
15973,hotel management and consulting,3f26b730-a508-47d0-b039-9efc0600b187,en,hotel management and consulting
15974,compressed firewood,8963e7ce-5ed3-441b-805f-56ab0a477ab8,en,compressed firewood
15975,industrial solar powered boilers,5b496eab-b98a-48d9-a273-f44b20cf4360,en,industrial solar lowered boilers
15976,heatsavr liquid pool cover energy efficient,44490351-612d-4b48-9b97-b853115dc4ce,en,heatsavr liquid pool cover energy efficient
15977,electric heat exchangers,86eb304d-2c51-458f-aec4-f9ead0a5cf53,en,electric heat exchanges
15978,contract manufacturer of food supplements,22f4712b-7c62-484c-a42b-4a9c2575555e,en,contract manufacturer of food supplement
15979,development of food supplements,48781a4f-e4d3-4715-9c18-c06cafc550ac,en,development of food supplement
15980,contract manufacturer of capsules,ea2a9308-9ac8-4a88-9011-9976f1e3b256,en,contract manufacturer of capsules
15981,contract bottling of food supplements,c7446cc4-0a5d-48ac-8ac2-4070c8caa09b,en,contract mottling of food supplement
15982,food supplement packaging,566eac4c-7793-48f2-a644-11619d741bcd,en,food supplement packing
15983,getting food supplements manufactured,5c32e81e-a4ff-4858-a708-e990bf473c00,en,getting food supplement manufactured
15984,contract manufacturer of organic food supplements,ed170f9c-3ab3-434e-816c-0702bd86b057,en,contract manufacturer of organic food supplement
15985,food supplement manufacturer germany,e7264cdc-2098-4b21-a4db-466ff3935013,en,food supplement manufacturer germany
15986,"construction compressors, rolling",305eb205-ce96-4e7b-8bb6-54f7fe857652,en,"construction oppressors, rolling"
15987,compressed air dryers,9a981cf1-6e5e-4a89-99b7-7bc6fc5b85a8,en,compressed air orders
15988,tool manufacture,c5034c4c-06a2-4994-8d06-665263a482bb,en,tool manufacture
15989,cad/cam free-form machining,593c0379-d1c1-44c9-96b7-94f97df8e458,en,had/can free-form machining
15990,synthetic casting,fadd8fa4-5888-435e-aef2-28fed34cbceb,en,synthesis casting
15991,canning machinery,06b23d67-d8d5-44c5-9b6d-49599d615f0a,en,canning machinery
15992,machines for the canning and preserving industry,82926676-d836-42b2-ab98-6370fc613881,en,machines for the canning and preserving industry
15993,oiling and flouring plants and equipment for the food and canning industry,aaddd782-1ce5-470f-82c4-02ea3d652c8c,en,boiling and flooring plants and equipment for the food and canning industry
15994,plants and equipment for the production of jams,55262c83-6640-4883-a880-f056236050ae,en,plants and equipment for the production of james
15995,renewables,0106474d-4c39-4305-b423-57d1b77e309c,en,renewables
15996,education,4fb4f3a3-4ed3-46da-a2eb-cd040bb5ea05,en,education
15997,accessories for extraction systems,03516933-f0df-4129-b8df-c5fbadc20e9a,en,accessories for extraction systems
15998,water cooler bottle,a22ebaf4-3c1a-4d56-ae67-db108747f683,en,water cooper bottle
15999,aeration,645699da-dd83-4176-90d6-6d7fbb8a83b7,en,operation
16000,aeration systems for wastewater treatment,fa8cc816-b430-454f-b89a-b7bd72956aff,en,operation systems for wastewater treatment
16001,biological treatment for wastewater,bb6fa209-910f-4f76-9447-b560fa804c15,en,biological treatment for wastewater
16002,equipment for biological water treatment,4576cab6-0274-406e-b66c-1011d5ede8d4,en,equipment for biological water treatment
16003,hot water bottles,f8544bd6-aeca-475e-8d30-1460c96b6313,en,hot water bottles
16004,children's games,22209a60-8e15-4d5f-8f96-8f8acd6a7891,en,children's games
16005,fire-fighting water supplies,0d8eae81-b84f-4c8d-8f92-9bdf3a806c10,en,fire-fighting water supplies
16006,desalination of sea water,a31393c6-22fe-464a-8db4-6abc4083a3b8,en,destination of sea water
16007,construction of water treatment machines,19c2d017-810f-4827-8377-9c136797b880,en,construction of water treatment machines
16008,early wine,9f7c55a5-5767-488d-ac18-22b27864a1b1,en,early wine
16009,medicine and ergonomics - studies and research,bbea5622-a440-4985-a679-5e292cab3aa9,en,medicine and economics - studies and research
16010,contract research management,0e8b3e46-812d-46ca-8ab5-885308484db6,en,contract research management
16011,medical research,4bc977af-91a9-48db-ba0d-14422656211f,en,medical research
16012,medical writing,49d3ef1d-06e1-43f7-acad-e6fa585d3a04,en,medical writing
16013,software for hotels,e4326ab1-942a-4c94-8e05-2bfda7192081,en,software for hotels
16014,"blister form, filling and seal machines, combined",49faed30-5a7f-4707-9a04-bd4b01b4b6c3,en,"blister form, filling and seal machines, combined"
16015,"moulding compounds, thermoplastic",9853a00e-3efc-4899-abab-a58a177c0bd8,en,"holding compounds, thermoplastic"
16016,thermoforming tools,5e079875-5fd2-4d36-8027-3b8291ef51e0,en,thermoforming tools
16017,"forming, filling and sealing machines, vertical",a13bae57-9a02-43dc-a5f0-41506b128107,en,"forming, filling and sealing machines, vertical"
16018,wholesale of plywood,f5a21f85-184e-4e22-84e2-e1027f985e9e,en,wholesale of plood
16019,heat-recovery air heaters,94406f1c-8676-4103-94dc-437c6365e4ed,en,heat-recovery air theaters
16020,extraction systems for work places,09cd349b-b088-4816-85db-76ad35ba2830,en,extraction systems for work places
16021,extraction systems for eroding machines,cd024fa3-763f-4b62-ae47-e7fa7695f51c,en,extraction systems for eroding machines
16022,air filtration systems,c8d91e6d-8fbb-494e-9ad8-c19d251ae5c8,en,air infiltration systems
16023,connected multi-gas detector,ad99bffa-9f44-44ed-9057-2e6b6fcf3811,en,connected multi-gas detector
16024,gas detection in confined spaces,5f30435f-810e-482b-891f-cd965a315f1d,en,gas detection in confined spaces
16025,portable gas detectors for hire,c224f4af-cfff-4f39-9933-7c7616ae3861,en,portable gas detector for hire
16026,toxic gas monitoring software,71ad207d-e4e8-4d94-9a50-aa7ef9fd038e,en,toxic gas monitoring software
16027,gas detection management software,69be85a4-79db-4d75-85a7-68e2a2a72036,en,gas detection management software
16028,risk analysis software,53bdbcd5-e93b-41f6-b7cf-0f17b42bfda9,en,risk analysis software
16029,metal piping for air conditioning systems,51baacbb-8cb6-4bc0-9831-3f69b05e9d7b,en,metal piping for air conditioning systems
16030,services and activities concerning the food and preserved food industry,029b3990-db3d-4c9f-bfbf-47dd85c4b8d4,en,services and activities concerning the food and preserved food industry
16031,investment fund management and administration services,033f2499-2bc4-4b5f-94e4-2e571aa17ba9,en,investment fund management and administration services
16032,mixed investment fund managing and administration services,41efa905-e463-452b-9a5d-3ceb6ce27677,en,mixed investment fund managing and administration services
16033,"studies and control laboratories, testing and analysis",89d5a122-c2df-4b29-a880-ce21e2258202,en,"studies and control laboratories, testing and analysis"
16034,chemical products for oil and natural gas extraction,a7479d61-5c9c-4c9b-bd1a-54e91038628e,en,chemical products for oil and natural gas extraction
16035,waste collecion and disposal,f3d70c97-36ae-4a4b-b1e0-9f73a1d38485,en,waste collection and disposal
16036,high-pressure test benches,ac429c07-82c9-478a-b5c6-6d007910e8b7,en,high-pressure test benches
16037,flow rate measurement systems,bd8a077c-b3e1-4c85-9454-4d7047e06a6b,en,flow rate measurement systems
16038,industrial salts in powder form,e2cd2384-fc4e-4c01-929a-4db6ffd64c15,en,industrial salts in powder form
16039,telecommunications - operating,1f30b3d4-a5ad-40d8-bd74-ffa6cb4d4005,en,telecommunication - operating
16040,thermal oil heaters and steam and hot water boilers,a7409583-403a-4779-b23d-fae538a37899,en,thermal oil theaters and steam and hot water boilers
16041,sewage sludge drying and incineration of different biomass,8423921c-7f73-47bf-9735-069ce7f49ab5,en,senate smudge drying and incineration of different biomass
16042,process heat and energy generation systems,6257181d-ffd5-4bdd-9e2b-dd8c91192e6f,en,process heat and energy generation systems
16043,protective sleeves for mechanical pieces,d67dd8bd-6d05-4a6c-90f8-cfa88d36d4cc,en,protective sleeves for mechanical pieces
16044,services for purifying and deodorizing atmospheric pollutants,db99b347-dabc-4ecd-a968-dab0bcf4418d,en,services for purifying and deodorizing atmosphere pollutants
16045,steam boilers for industrial use,dc5edd60-3a14-4b99-ae14-1660081275a6,en,steam boilers for industrial use
16046,wire cutters,66b8f711-1196-4a62-8a79-1db87eb7c5e7,en,wire cutters
16047,cable installation tools,0a16c117-9a5c-4cea-9145-dbd417159fe7,en,cable installation tools
16048,electrical system assembly,01ce7e56-7df4-44de-b0ce-7dcf772b4d34,en,electrical system assembly
16049,precious metals for jewellers and goldsmiths,552c0ff7-6f61-437f-8cba-cb3e06fd86c8,en,precious metals for jewellery and goldsmiths
16050,wood pulp board,373eb331-ded5-4cd3-b591-a648bac54e80,en,wood pulp board
16051,cardboards for the food processing industry,f9e66edc-2eee-413a-87a0-82818476b3aa,en,cardboard for the food processing industry
16052,contract cardboard processing,37596d26-6c81-4112-a9d1-b4b96955f9cb,en,contract cardboard processing
16053,threaded smooth pipes,bf9583d0-72c5-4984-897a-421561212a0b,en,treated smooth pipes
16054,activated carbon adsorption equipment,f1da9940-3d28-4a23-bd35-39420cdd5712,en,activate carbon absorption equipment
16055,"activated carbon filters, regenerative",02792ca8-e8f3-4264-83bd-9e96bf811640,en,"activate carbon filters, degenerative"
16056,activated carbon reactivation,aca99a61-31f9-463e-9d37-ed1d3d36a4a1,en,activate carbon reactivation
16057,nutrilon baby milk powder,d95f2124-ad14-4446-821b-5728ce73acc6,en,nutrition baby milk powder
16058,wet salted cow hides,cc7aaf0d-6f3c-425b-8193-5db7f81544e0,en,wet halted cow hides
16059,manufacturer of oleoresins,6ac4585b-07c6-4a9b-a8c5-08c78b65bcbc,en,manufacturer of oleoresins
16060,alcoholates and infusions,8d57e0f3-8387-47f3-a7bf-b7cf4327e5cd,en,alcoholates and infusions
16061,natural rose water extract,8efa5b73-2e73-4e69-833d-77a8a3a465a1,en,natural rose water extract
16062,extraction of natural raw materials,8d0b134b-a528-42cd-9fc2-1eb61e34d9d5,en,extraction of natural raw materials
16063,internal pipe cleaning,0c31a915-fe50-4104-bf29-95747f316869,en,internal pipe cleaning
16064,pipe-cleaning systems,426d5def-e266-4add-8310-0abb4bcb925b,en,pipe-cleaning systems
16065,steam boilers for dye works,14b8d107-027e-440a-9414-02d0b335d822,en,steam boilers for dye works
16066,parts cleaning devices,cc0236b5-f549-487d-aac2-10ab6f0144e1,en,parts cleaning devices
16067,jet-clean cleaning,9fcad284-8cfb-4d4e-8d66-b132d2f54993,en,jet-clean cleaning
16068,company films,968cdc4b-b808-4aef-8d61-4be7bd871fb2,en,company films
16069,distribution in spanish territory and portugal,78fad60a-997c-428d-9a17-d482b5b55c9b,en,distribution in spanish territory and portugal
16070,retailers hypermarkets supermarket chains hard discount,5e93b597-984c-47c1-a173-a1dccf10a9ba,en,retainers hypermarkets supermarket chains hard discount
16071,peptide synthesis,db1e2f0e-0cb0-445c-9d57-bc9359c93e40,en,reptile synthesis
16072,anion cleaning,3fe3df6d-347f-48da-8f48-67d29b3b0f6e,en,union cleaning
16073,catalytic converter filters,1f165eb1-c2c4-4ecf-9b23-85982a6299c1,en,paralytic converted filters
16074,wholesale of electrical materials,9f9be03b-06c8-4ff0-8dc7-dbdb236ab0d8,en,wholesale of electrical materials
16075,firewood distributor,75941e48-87d5-4788-85b6-c4e5d70c664b,en,firewood distributor
16076,single-tube heat exchangers,6ace0c9a-5b05-482a-a482-4f43e02eec4c,en,single-tube heat exchanges
16077,water preparation for humidifiers,d2f9470b-f3a9-4e11-80d7-d320d0d2c13c,en,water preparation for humidifiers
16078,plastic filter nozzles,b4bbffe4-9e03-404e-9284-f6080fd87668,en,plastic filter nodules
16079,switch mode power supplies,653e8aa9-10dc-4141-b71a-88a6edb92fb8,en,switch mode power supplies
16080,quality tools,42060778-597b-4af1-9efb-5d23de575f5a,en,quality tools
16081,expansion joints made of soft material,26cee8fa-b76e-4d91-915b-95e5925f6e7e,en,expansion joints made of soft material
16082,plants for recovering and recycling base materials for industry from waste,2ee1478e-1047-42d8-a2cf-cfe783257404,en,plants for recovering and recalling base materials for industry from waste
16083,crude oil and natural gas - installations,790a3734-63bf-44b6-ba93-0224e732f51e,en,crude oil and natural gas - installation
16084,services for the crude oil industry,f74ea684-24bd-479f-a395-21ac6604e707,en,services for the crude oil industry
